Track URI;Track Name;Artist URI(s);Artist Name(s);Album URI;Album Name;Album Artist URI(s);Album Artist Name(s);Album Release Date;Album Image URL
spotify:track:1v2ECI79z8S4PQv9xYwIfU;Soak Up The Sun;spotify:artist:4TKTii6gnOnUXQHyuo9JaD;Sheryl Crow;spotify:album:5SPkapdx8WH82UhGPfeoc4;C'mon, C'mon;spotify:artist:4TKTii6gnOnUXQHyuo9JaD;Sheryl Crow;2002-04-08;https://i.scdn.co/image/ab67616d0000b273b93fec763668e17c453b3491
spotify:track:4hy4fb5D1KL50b3sng9cjw;Smells Like Teen Spirit;spotify:artist:6olE6TJLqED3rqDCT0FyPh;Nirvana;spotify:album:3SBQfBKAPWvCr4qse1uNis;Nirvana (International Version);spotify:artist:6olE6TJLqED3rqDCT0FyPh;Nirvana;2002-01-01;https://i.scdn.co/image/ab67616d0000b273f118d2074e050cbc2e4533a0
spotify:track:3u15HIfwOuesnY5Bn27eXm;Looking for an Echo;spotify:artist:3UmfCgpdKzg2WTa6453o4E;Ol' 55;spotify:album:776mBHwcQXD39eBSqmR3eQ;Take It Greasy;spotify:artist:3UmfCgpdKzg2WTa6453o4E;Ol' 55;1976;https://i.scdn.co/image/ab67616d0000b273644d67f41beda36cb3ada2ec
spotify:track:0SjnBEHZVXgCKvOrpvzL2k;Sundown;spotify:artist:23rleGXVOVVgTk3xgtmfE4;Gordon Lightfoot;spotify:album:2IPD9EcNjUmsHvqULDMU9Y;Sundown;spotify:artist:23rleGXVOVVgTk3xgtmfE4;Gordon Lightfoot;1974;https://i.scdn.co/image/ab67616d0000b2738f2b3a1c0559ca6188de574b
spotify:track:77QeAqSNDpK1DahLOua9S1;And I Love You So;spotify:artist:5v8jlSmAQfrkTjAlpUfWtu;Perry Como;spotify:album:2akbZSjwUR6L8pFa55dDGG;Legends - Perry Como;spotify:artist:5v8jlSmAQfrkTjAlpUfWtu;Perry Como;2004-09-21;https://i.scdn.co/image/ab67616d0000b27361631e5857045b7f79624694
spotify:track:6DiPkm7C3LD9XsJWTGPFgv;Three Little Pigs;spotify:artist:6dyxkRwYuTw6ezj1tjC2rY;Green Jelly;spotify:album:25yM9uYhtVeUHAI160wRcu;Cereal Killer Soundtrack;spotify:artist:6dyxkRwYuTw6ezj1tjC2rY;Green Jelly;1993-02-25;https://i.scdn.co/image/ab67616d0000b273244680b7c99c97532157cef9
spotify:track:1InCpEliLCkWHOBdXW7XSx;Kings & Queens;spotify:artist:4npEfmQ6YuiwW1GpUmaq3F;Ava Max;spotify:album:6B1U2tJse7tS9Yi4VJjZAA;Heaven & Hell;spotify:artist:4npEfmQ6YuiwW1GpUmaq3F;Ava Max;2020-09-18;https://i.scdn.co/image/ab67616d0000b2732ca6f6a1cf2cb7c43de08db5
spotify:track:1z9UHExy0G7m4PwD72TZLi;Because I Love You;spotify:artist:0Yk7KdGevnSCqZgg9K8n6b;The Master's Apprentices;spotify:album:6P62dQ9DfSkmmbwh46sedF;Now That It's Over;spotify:artist:0Yk7KdGevnSCqZgg9K8n6b;The Master's Apprentices;1974-01-01;https://i.scdn.co/image/ab67616d0000b273962bbcd3c2cf1e40dfd8adae
spotify:track:5aFQU3VPCQ3YGfKBA4tLfj;1-800-273-8255;spotify:artist:4xRYI6VqpkE3UwrDrAZL8L, spotify:artist:2wUjUUtkb5lvLKcGKsKqsR, spotify:artist:6LuN9FCkKOj5PcnpouEgny;Logic, Alessia Cara, Khalid;spotify:album:1sweBli5bv5QIothRFFMsf;Everybody;spotify:artist:4xRYI6VqpkE3UwrDrAZL8L;Logic;2017-05-05;https://i.scdn.co/image/ab67616d0000b2736cfd3d4d9dbe353323190910
spotify:track:7DJ0MFT63UDe5gzD7VFYJ6;When Will I Be Loved;spotify:artist:4ACplpEqD6JIVgKrafauzs;The Everly Brothers;spotify:album:2Lj9mbgsyKozGGbHmF1EB8;Greatest and Original Hits;spotify:artist:4ACplpEqD6JIVgKrafauzs;The Everly Brothers;2017-09-15;https://i.scdn.co/image/ab67616d0000b273609aa1b335282c3e3ac4ac73
spotify:track:14WWzenpaEgQZlqPq2nk4v;Work;spotify:artist:5pKCCKE2ajJHZ9KAiaK11H, spotify:artist:3TVXtAsR1Inumwj472S9r4;Rihanna, Drake;spotify:album:2JNVoEx4psIgNQyEExwQVn;ANTI (Deluxe);spotify:artist:5pKCCKE2ajJHZ9KAiaK11H;Rihanna;2016-01-28;https://i.scdn.co/image/ab67616d0000b2730ed05634a469e5cf4789b0a7
spotify:track:0fMUJCIylP01D8JjSULZ7C;Wild Weekend;spotify:artist:5DHZNhnoDoZuzDQejFO7h6;The Rebels;spotify:album:71CcmssjBmjPYKWiDnW7PE;Wild Weekend;spotify:artist:5DHZNhnoDoZuzDQejFO7h6;The Rebels;2014-03-12;https://i.scdn.co/image/ab67616d0000b27313bc3be386af46aef29bfedb
spotify:track:5duCWzvvPXMTPfnNSleTqN;Kiss My (Uh Oh);spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:3e7awlrlDSwF3iM0WBjGMp;Anne-Marie, Little Mix;spotify:album:5dcTt2amySe0XICLijKgVj;Kiss My (Uh Oh);spotify:artist:1zNqDE7qDGCsyzJwohVaoX, spotify:artist:3e7awlrlDSwF3iM0WBjGMp;Anne-Marie, Little Mix;2021-07-23;https://i.scdn.co/image/ab67616d0000b27385c0acb436f63ba6281ef101
spotify:track:1jeWrScZZuhw3b55T1fv4O;Tell Him (Duet with Barbra Streisand);spotify:artist:7jmTilWYlKOuavFfmQAcu6, spotify:artist:4S9EykWXhStSc15wEx8QFK;Barbra Streisand, Céline Dion;spotify:album:3SwxRkHbAarf3wWlInRTzA;Let's Talk About Love;spotify:artist:4S9EykWXhStSc15wEx8QFK;Céline Dion;1997-10-24;https://i.scdn.co/image/ab67616d0000b273a626e7f7249adfbf2a839954
spotify:track:0wWXcZlRjfetNmJwcfGN5I;Time to Pretend;spotify:artist:0SwO7SWeDHJijQ3XNS7xEE;MGMT;spotify:album:0tn4OkXyDMemo4zWthSdu0;Oracular Spectacular;spotify:artist:0SwO7SWeDHJijQ3XNS7xEE;MGMT;2008-02-11;https://i.scdn.co/image/ab67616d0000b273881c6a903ecc697df91d5d44
spotify:track:2wcDfk3TfQg3Jv8gEoTim7;I Just Wanna Live;spotify:artist:5aYyPjAsLj7UzANzdupwnS;Good Charlotte;spotify:album:02abrECBsxdR3Ywjy1hCuW;Greatest Hits;spotify:artist:5aYyPjAsLj7UzANzdupwnS;Good Charlotte;2010-11-12;https://i.scdn.co/image/ab67616d0000b273aabb9557204ead9f05752743
spotify:track:6A9mKXlFRPMPem6ygQSt7z;Three Little Birds;spotify:artist:2QsynagSdAqZj3U9HgDzjD;Bob Marley & The Wailers;spotify:album:1vHvJVBK0WnpbYFw4f4UTD;Exodus (Deluxe Edition);spotify:artist:2QsynagSdAqZj3U9HgDzjD;Bob Marley & The Wailers;1977-06-03;https://i.scdn.co/image/ab67616d0000b273420b2459f35e0fc98bcab288
spotify:track:7nD9nN3jord9wWcfW3Gkcm;All In My Head (Flex) (feat. Fetty Wap);spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt, spotify:artist:6PXS4YHDkKvl1wkIl4V8DL;Fifth Harmony, Fetty Wap;spotify:album:0pF0oyuPNdOObniB1Ng0kW;7/27 (Deluxe);spotify:artist:1l8Fu6IkuTP0U5QetQJ5Xt;Fifth Harmony;2016-05-27;https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8
spotify:track:1XfmLcVCKlRWbivOmgd3pU;Out Of The Blue;spotify:artist:2g6fa86fL6oLcoDqanBbuR;Delta Goodrem;spotify:album:6sCFWNbps5NqwfjdK8pWH1;Mistaken Identity;spotify:artist:2g6fa86fL6oLcoDqanBbuR;Delta Goodrem;2004-11-05;https://i.scdn.co/image/ab67616d0000b273dafff3f5ee4e38e38c937541
spotify:track:4kPLmTsTwA6wvtcbb0LtbM;Romeo's Tune;spotify:artist:3oAbjWINfcTSAuVUlXXMty;Steve Forbert;spotify:album:1PxGKfviBr0ReG7ghmysEm;Jack Rabbit Slim;spotify:artist:3oAbjWINfcTSAuVUlXXMty;Steve Forbert;1979-12-07;https://i.scdn.co/image/ab67616d0000b27398f321d03449e05ac186f2ec
spotify:track:69DjteqfRStIehqJoeCmrC;The Only Way Is Up (Original);spotify:artist:5ApKaVHAStk5kAuyBW1wG8;Yazz;spotify:album:5ceo5SFcYPIbb6BXYsf1e0;Wanted;spotify:artist:5ApKaVHAStk5kAuyBW1wG8;Yazz;1988-05-10;https://i.scdn.co/image/ab67616d0000b2730d9bf67733a44bd0c85a0bf6
spotify:track:4xGzYDMgJ2YeSz7xuI8gSL;Check It Out;spotify:artist:085pc2PYOi8bGKj0PNjekA, spotify:artist:0hCNtLu0JehylgoiP8L4Gh;will.i.am, Nicki Minaj;spotify:album:35zNOPsABsN4mPIFj95y4X;Check It Out (Main Radio Mix);spotify:artist:085pc2PYOi8bGKj0PNjekA, spotify:artist:0hCNtLu0JehylgoiP8L4Gh;will.i.am, Nicki Minaj;2010-01-01;https://i.scdn.co/image/ab67616d0000b27334962cb3a414c1a1ad77572e
spotify:track:59KLbEPx6oU0fdwtTVaQAw;I've Been Everywhere;spotify:artist:3fq6r0bSIm4McymHKNMk4S;Hank Snow;spotify:album:3CihtEK0DUIjF3clGitVGE;The Essential Hank Snow;spotify:artist:3fq6r0bSIm4McymHKNMk4S;Hank Snow;1997;https://i.scdn.co/image/ab67616d0000b27393f781ab38f717efc7a13f73
spotify:track:5TvjCpzwTMoySxj6kHcbo4;Old Me;spotify:artist:5Rl15oVamLq7FbSb0NNBNy;5 Seconds of Summer;spotify:album:5Fwa26r9uopk0xRjnUnnQO;Old Me;spotify:artist:5Rl15oVamLq7FbSb0NNBNy;5 Seconds of Summer;2020-02-21;https://i.scdn.co/image/ab67616d0000b27381ed664c19da24979e5a3ca9
spotify:track:57Y3UccJEJqT8w8RWkUAz0;Upside Down;spotify:artist:3MdG05syQeRYPPcClLaUGl;Diana Ross;spotify:album:0Gy4phN6Xwx4uyskE7Wkls;Diana;spotify:artist:3MdG05syQeRYPPcClLaUGl;Diana Ross;1980-05-22;https://i.scdn.co/image/ab67616d0000b2735334fdec11d3cee1ba545a56
spotify:track:0OSAJEA0ekX6pr2nuiPzX7;Rapture (feat.Nadia Ali);spotify:artist:5WVf5DCSYmK4JYD6vIcttw, spotify:artist:1C60viSZv6BoYtrnkZ44g5;iio, Nadia Ali;spotify:album:64cR11AqqLidCg6VGjUzxD;Poetica (feat. Nadia Ali);spotify:artist:5WVf5DCSYmK4JYD6vIcttw;iio;2006-06-27;https://i.scdn.co/image/ab67616d0000b273e391f672d6274dbb5d17758b
spotify:track:52Rp3xBJFYYdmpgzDy0Quf;The Tide Is High;spotify:artist:4tpUmLEVLCGFr93o8hFFIB;Blondie;spotify:album:5HRB9TeaIHRBxfIm4XZTj6;Atomic/Atomix;spotify:artist:4tpUmLEVLCGFr93o8hFFIB;Blondie;1999-01-01;https://i.scdn.co/image/ab67616d0000b273ebc918cfb51e9ced7349f436
spotify:track:4NtUY5IGzHCaqfZemmAu56;Dancing Queen;spotify:artist:0LcJLqbBmaGUft1e9Mm8HV;ABBA;spotify:album:1M4anG49aEs4YimBdj96Oy;Arrival;spotify:artist:0LcJLqbBmaGUft1e9Mm8HV;ABBA;1976;https://i.scdn.co/image/ab67616d0000b2733c60391b048d33edff6f3d62
spotify:track:27nSMBSuBs6b3OCEHPhXhu;Hang on Sloopy;spotify:artist:6etIM3JbzGPxTdfNWWfsVH;The McCoys;spotify:album:5UIbl2uZorhDzlGJSGZwd4;Hang on Sloopy;spotify:artist:6etIM3JbzGPxTdfNWWfsVH;The McCoys;1965;https://i.scdn.co/image/ab67616d0000b273a2a11d4580606a68859a6801
spotify:track:5vGEdM7LvbgMypJkILhQ4p;Dog Days Are Over;spotify:artist:1moxjboGR7GNWYIMWsRjgG;Florence + The Machine;spotify:album:3cVNp1AXxdzoKIs9r6keWU;Between Two Lungs;spotify:artist:1moxjboGR7GNWYIMWsRjgG;Florence + The Machine;2010-01-01;https://i.scdn.co/image/ab67616d0000b2737f1d6472eac2fc9dc9617db9
spotify:track:6Zo3wgDE076K2AuiGZF3CS;Fun (feat. Chris Brown);spotify:artist:0TnOYISbd1XYRBk9myaseg, spotify:artist:7bXgB6jMjp9ATFy66eO08Z;Pitbull, Chris Brown;spotify:album:4EUf4YyNjuXypWY6W5wEDm;Globalization;spotify:artist:0TnOYISbd1XYRBk9myaseg;Pitbull;2014-11-21;https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7
spotify:track:38dDlGN6i6lmHVj4ht19vt;Show Me the Night;spotify:artist:2luRh7SpSZXnyXw4MiObqJ;Jump Jump Dance Dance;spotify:album:3U5YjNc9WLaNlRDGkp23kq;Show Me the Night;spotify:artist:2luRh7SpSZXnyXw4MiObqJ;Jump Jump Dance Dance;2010-04-05;https://i.scdn.co/image/ab67616d0000b273e255963a5d020dc80b0ad9fa
spotify:track:7kUyEpjTz8Q1loiC1xlF07;Rhinestone Cowboy;spotify:artist:59hLmB5DrdihCYtNeFeW1U;Glen Campbell;spotify:album:7GbDnYwauvhJLmfs8fLGwQ;Essential;spotify:artist:59hLmB5DrdihCYtNeFeW1U;Glen Campbell;1987-01-01;https://i.scdn.co/image/ab67616d0000b2735591c41819e71e2a3a2377ba
spotify:track:1W3kOvOTfSRJgrAgeoUczq;He'll Have to Stay;spotify:artist:4f2WSqFHOISjWlyl9mYJJw;Jeanne Black;spotify:album:6jPO0ICPaAEChoTJRpH6fN;A Little Bit Lonely;spotify:artist:4f2WSqFHOISjWlyl9mYJJw;Jeanne Black;2001-09-20;https://i.scdn.co/image/ab67616d0000b27361f61ee1b746da6c81100957
spotify:track:5kWk5QBbhqGLoK3fOlCvA8;So Sad (To Watch Good Love Go Bad) - 2007 Remaster;spotify:artist:4ACplpEqD6JIVgKrafauzs;The Everly Brothers;spotify:album:6g0vOFFDBtgiLZdEJUu60E;It's Everly Time;spotify:artist:4ACplpEqD6JIVgKrafauzs;The Everly Brothers;1960;https://i.scdn.co/image/ab67616d0000b273440dd689ee0b779fd4b2ba2a
spotify:track:3o9LfDxxxtcNwL2PXLavb7;Way Down Yonder In New Orleans;spotify:artist:1ffNa7yLg0ncUpBm5P03pm;Freddy Cannon;spotify:album:5EfORy4oQZnpVHnK0EFuZL;The A-Z Collection: Freddy Cannon;spotify:artist:1ffNa7yLg0ncUpBm5P03pm;Freddy Cannon;2012-03-01;https://i.scdn.co/image/ab67616d0000b273c3b46893578d120eb1268203
spotify:track:2iJP97Bttwb6bbZO9wNEJ9;You Can't Hurry Love - Mono;spotify:artist:57bUPid8xztkieZfS7OlEV;The Supremes;spotify:album:5fpOmAuZaVyEXPlQ4oOqJ6;The Supremes A' Go-Go (Expanded Edition);spotify:artist:57bUPid8xztkieZfS7OlEV;The Supremes;1966-08-25;https://i.scdn.co/image/ab67616d0000b273a16ea5e673cc4c6e8f91d5ca
spotify:track:6RjKVXi31fui9m4dbiGRrL;I Knew You Were Trouble;spotify:artist:06HL4z0CvFAxyc27GXpf02;Taylor Swift;spotify:album:5FerdPFXSHSnCVq4OBy4Ey;Red;spotify:artist:06HL4z0CvFAxyc27GXpf02;Taylor Swift;2012-10-22;https://i.scdn.co/image/ab67616d0000b2737d2f918a1b23f98ceb7510fa
spotify:track:2XKW8CH8nRZH9cF2DNjBHN;Day After Day - Remastered 2010;spotify:artist:4pJCawaKSZ40EnxN0YEYw3;Badfinger;spotify:album:0BWOueFZKxQrQWNRt20Lvc;Straight Up (Remastered 2010 / Deluxe Edition);spotify:artist:4pJCawaKSZ40EnxN0YEYw3;Badfinger;1971-12-13;https://i.scdn.co/image/ab67616d0000b273e2dd29cdaa3fadbdc26d59c4
spotify:track:0cnHixDlrP7fk0smV0wOtC;Cheap Wine;spotify:artist:1VcbchGlIfo3Gylxc3F076;Cold Chisel;spotify:album:1Htwv3I81HU6YUWWs0ommZ;The Best of Cold Chisel - All for You;spotify:artist:1VcbchGlIfo3Gylxc3F076;Cold Chisel;2011-10-31;https://i.scdn.co/image/ab67616d0000b27306dc40069e45da5e5d9f90e6
spotify:track:3GYlQmwfBDo7imFyGPhrl7;Say My Name;spotify:artist:73jBynjsVtofjRpdpRAJGk, spotify:artist:4ofCBoyEiGSePFAG500xev, spotify:artist:2HkAI0YrEcgoR8QdaURqhO;Dimitri Vegas & Like Mike, Regard, Dimitri Vegas;spotify:album:4r6DqAydqQCcOs1JiVmRSZ;Say My Name;spotify:artist:73jBynjsVtofjRpdpRAJGk, spotify:artist:4ofCBoyEiGSePFAG500xev, spotify:artist:2HkAI0YrEcgoR8QdaURqhO;Dimitri Vegas & Like Mike, Regard, Dimitri Vegas;2020-07-24;https://i.scdn.co/image/ab67616d0000b273dea3da3e0ff677f4c895ee46
spotify:track:4RE3vueod5PL48rvHtuu9C;Peer Pressure;spotify:artist:4EzkuveR9pLvDVFNx6foYD, spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m;James Bay, Julia Michaels;spotify:album:2aIsEIVLrAP75xdEhdVm1d;Oh My Messy Mind;spotify:artist:4EzkuveR9pLvDVFNx6foYD;James Bay;2019-05-10;https://i.scdn.co/image/ab67616d0000b2734b32688c63234ca628de1cc9
spotify:track:67ornPeJsD8z78E4isjhzm;Looks Like Sex;spotify:artist:2KsP6tYLJlTBvSUxnwlVWa;Mike Posner;spotify:album:1VxcmruVvINURco6gJuZCw;Looks Like Sex;spotify:artist:2KsP6tYLJlTBvSUxnwlVWa;Mike Posner;2011-12-02;https://i.scdn.co/image/ab67616d0000b273ea8324e1c76f5258bac4f4f2
spotify:track:1cRNEme8Bp7V8eNIAeyiAk;Hanging By A Moment;spotify:artist:5PokPZn11xzZXyXSfnvIM3;Lifehouse;spotify:album:73VoR62ltV5NrQfdK06CC6;No Name Face;spotify:artist:5PokPZn11xzZXyXSfnvIM3;Lifehouse;2001-03-02;https://i.scdn.co/image/ab67616d0000b27368ab54333fd33f279da0d3ae
spotify:track:6rlgy1boD69A3mcV7VzPRL;You're Nobody 'Til Somebody Loves You;spotify:artist:4IWBUUAFIplrNtaOHcJPRM;James Arthur;spotify:album:029WUoBjWc7Js1QiPH3mw0;James Arthur (Deluxe);spotify:artist:4IWBUUAFIplrNtaOHcJPRM;James Arthur;2013-11-04;https://i.scdn.co/image/ab67616d0000b273192221f838b7b6b9cb4629bf
spotify:track:6QIUodp8lfsI3BNWaYWBAP;Only Want You;spotify:artist:2OHEv8cQ8d51jRGsC2KaAJ;Love\, Marco;spotify:album:0IAPmGB8rDjGirhQygPZeQ;Only Want You;spotify:artist:2OHEv8cQ8d51jRGsC2KaAJ;Love\, Marco;2020-05-08;https://i.scdn.co/image/ab67616d0000b2736e48e8dfb100196cbf85dda5
spotify:track:5d81CyB1uGBwEw98fhBazI;Can You Feel;spotify:artist:1nCht41FuMcmG1FIoyjWCH;Taxiride;spotify:album:6FLX6wPZ49m4mLfX9sYRse;Imaginate;spotify:artist:1nCht41FuMcmG1FIoyjWCH;Taxiride;1999-10-18;https://i.scdn.co/image/ab67616d0000b273629d9b0ec5d43b4167128da5
spotify:track:5vlEg2fT4cFWAqU5QptIpQ;Replay;spotify:artist:5tKXB9uuebKE34yowVaU3C;Iyaz;spotify:album:698AdfGuOthKXXvvHla9bf;Replay;spotify:artist:5tKXB9uuebKE34yowVaU3C;Iyaz;2009-08-11;https://i.scdn.co/image/ab67616d0000b273322b086aec3e63cc7caf30c6
spotify:track:5Zea1yhPWuhGKVa9sBFuZu;My Prerogative - Remastered;spotify:artist:26dSoYclwsYLMAKD3tpOr4;Britney Spears;spotify:album:2ti2e8J05nwg9ikcMjW8aS;The Essential Britney Spears;spotify:artist:26dSoYclwsYLMAKD3tpOr4;Britney Spears;2014-07-29;https://i.scdn.co/image/ab67616d0000b273e2d88ce9b368639664aa7847
spotify:track:6YffUZJ2R06kyxyK6onezL;Ring of Fire;spotify:artist:6kACVPfCOnqzgfEF5ryl0x;Johnny Cash;spotify:album:0ucV57dbnqmrGv9d60r6X2;Ring Of Fire: The Best Of Johnny Cash;spotify:artist:6kACVPfCOnqzgfEF5ryl0x;Johnny Cash;1963-08-06;https://i.scdn.co/image/ab67616d0000b273dfe4bfe695c4192e547e72c7
spotify:track:4toSP60xmDNCFuXly8ywNZ;Karma Police;spotify:artist:4Z8W4fKeB5YxbusRsdQVPb;Radiohead;spotify:album:2fGCAYUMssLKiUAoNdxGLx;OK Computer;spotify:artist:4Z8W4fKeB5YxbusRsdQVPb;Radiohead;1997-05-21;https://i.scdn.co/image/ab67616d0000b273b6afdcb8dfa71a2995969ea1
spotify:track:6cmgXQozMvu3LJgT9Z8HPC;Catch My Disease;spotify:artist:06y1hH4hu3rcTUXHJevPCf;Ben Lee;spotify:album:31vkFfU7fegCtuirdMqxtE;Awake Is The New Sleep;spotify:artist:06y1hH4hu3rcTUXHJevPCf;Ben Lee;2005-02-22;https://i.scdn.co/image/ab67616d0000b273a56b2221973d8de4ebba89a5
spotify:track:6TWezDt5piKJEbQC8GxQYa;Global Concepts;spotify:artist:42crL07E4WPfVovyUtMpvC;Robert DeLong;spotify:album:11kqs72VoLU1o9ab2A9lm4;Global Concepts;spotify:artist:42crL07E4WPfVovyUtMpvC;Robert DeLong;2012-12-03;https://i.scdn.co/image/ab67616d0000b2738ffa17d715e1ab1bda054c83
spotify:track:0nyrltZrQGAJMBZc1bYvuQ;Get Up Offa That Thing;spotify:artist:7GaxyUddsPok8BuhxN6OUW;James Brown;spotify:album:6MjOv3BeIjmht2ymtRih3s;20 All-Time Greatest Hits!;spotify:artist:7GaxyUddsPok8BuhxN6OUW;James Brown;1991;https://i.scdn.co/image/ab67616d0000b27312b16cbb525e11bcbfd50d82
spotify:track:1xNcBAoUw8Hz6LqK2jt4Ff;Call on Me - Radio Mix;spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R;Eric Prydz;spotify:album:7thKR3tw162CqNqIRdwZ3z;Call on Me (Radio Mix);spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R;Eric Prydz;2004-09-10;https://i.scdn.co/image/ab67616d0000b2731cd65e046a28cef435feff21
spotify:track:4FCb4CUbFCMNRkI6lYc1zI;Hero;spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ;Mariah Carey;spotify:album:2NKxb7pk04CuZab5udkGUl;Music Box;spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ;Mariah Carey;1993-08-31;https://i.scdn.co/image/ab67616d0000b2730f688fa11af022f0210e21cb
spotify:track:6DzuDDN9q4N29QXWDuQ8sx;Cats In The Cradle;spotify:artist:3XsgWn63EnA4wYZBjVyxjf;Ugly Kid Joe;spotify:album:3uN1oiR3KIuj642PscLiAQ;America's Least Wanted;spotify:artist:3XsgWn63EnA4wYZBjVyxjf;Ugly Kid Joe;1992-01-01;https://i.scdn.co/image/ab67616d0000b2731b62da8cad32fecd70215c1b
spotify:track:2x9BavXrcqPKF0dHkrmkj6;Coming Home;spotify:artist:6VxCmtR7S3yz4vnzsJqhSV;Sheppard;spotify:album:18jAoHd0lR5tMaoqViNPMh;Coming Home;spotify:artist:6VxCmtR7S3yz4vnzsJqhSV;Sheppard;2017-11-10;https://i.scdn.co/image/ab67616d0000b273eaea1b3b8d4436ce189dace5
spotify:track:0yFWdhx0rDU4zNddqvfu33;Red Desert;spotify:artist:5Rl15oVamLq7FbSb0NNBNy;5 Seconds of Summer;spotify:album:0vX2Jo5xhltAA7kVdW2hwO;CALM;spotify:artist:5Rl15oVamLq7FbSb0NNBNy;5 Seconds of Summer;2020-03-27;https://i.scdn.co/image/ab67616d0000b273631b12c5eaa661c6c793ba45
spotify:track:0Zx8khUcEfCFK2AEoIhC92;Don't Leave;spotify:artist:2FwJwEswyIUAljqgjNSHgP, spotify:artist:0bdfiayQAKewqEvaU6rXCv;Snakehips, MØ;spotify:album:6buSUFSCXUIj3DOH3gUoRe;Don't Leave;spotify:artist:2FwJwEswyIUAljqgjNSHgP, spotify:artist:0bdfiayQAKewqEvaU6rXCv;Snakehips, MØ;2017-01-06;https://i.scdn.co/image/ab67616d0000b273b72a28b6f92b180a8a423e29
spotify:track:0ZZCW0rSV1mEt5eKUamL9c;Cash in My Pocket (feat. Daniel Merriweather);spotify:artist:7k9T7lZlHjRAM1bb0r9Rm3, spotify:artist:6HD2mo0Gz8wd8IbOXYwUfN;Wiley, Daniel Merriweather;spotify:album:6jyCINx0IQwks3MnchgcOR;See Clear Now;spotify:artist:7k9T7lZlHjRAM1bb0r9Rm3;Wiley;2008-11-10;https://i.scdn.co/image/ab67616d0000b2730265fb96ccfadb41cbd0cc71
spotify:track:0d4DyZYCiSH5fNnc0Hfz3L;Live It Up;spotify:artist:6PFydyUHMKD2jm5NXzRPiK;Mental As Anything;spotify:album:4hx41t6IQkOUy7exOtu7wp;Fundamental As Anything;spotify:artist:6PFydyUHMKD2jm5NXzRPiK;Mental As Anything;1985-09-01;https://i.scdn.co/image/ab67616d0000b27393ddca090b7df9554d32e050
spotify:track:7eu51kQxpMvSYa2YV9KQpY;Turn Up Your Radio;spotify:artist:0Yk7KdGevnSCqZgg9K8n6b;The Master's Apprentices;spotify:album:0VogCwK4hoVaWTe1Upj2Xp;The Very Best Of Masters Apprentices;spotify:artist:0Yk7KdGevnSCqZgg9K8n6b;The Master's Apprentices;1988-01-01;https://i.scdn.co/image/ab67616d0000b2739e1fdf6a5da3ecff511d58d6
spotify:track:1BJWu5CfFRXVSEZ2EByR1w;Angels;spotify:artist:1QxaPWG1POM8Ul6WwsHq4y;John Farnham;spotify:album:4Zm7KcV47uD0sHageJyq2h;One Voice;spotify:artist:1QxaPWG1POM8Ul6WwsHq4y;John Farnham;2003-10-20;https://i.scdn.co/image/ab67616d0000b2733a1db30857beb481aa6e5345
spotify:track:3uxNmB0HZG2mrqz2qfwB08;Don't Call Me;spotify:artist:5uEeqYFuIChoWKy34jp8xE;Brando;spotify:album:69jTTuZqNHlGpt9Rk9euxQ;Don't Call Me;spotify:artist:5uEeqYFuIChoWKy34jp8xE;Brando;2020-09-25;https://i.scdn.co/image/ab67616d0000b2730e1d1c75aad9a8ba25c0c0a6
spotify:track:6SUocL0caib4mLHe8ZrZzi;Sun Comes Up (feat. James Arthur);spotify:artist:4WN5naL3ofxrVBgFpguzKo, spotify:artist:4IWBUUAFIplrNtaOHcJPRM;Rudimental, James Arthur;spotify:album:5UGyzp6HT8oy0eTkBfxtQ8;Sun Comes Up (feat. James Arthur);spotify:artist:4WN5naL3ofxrVBgFpguzKo, spotify:artist:4IWBUUAFIplrNtaOHcJPRM;Rudimental, James Arthur;2017-06-30;https://i.scdn.co/image/ab67616d0000b273db779b39b22152a560a22bde
spotify:track:1HKCGz0Qz5PGHPappM6leW;Trigger;spotify:artist:7CNy7uF3UjumgTaWZ34D7M;Sandrine;spotify:album:4kwOlNGNfXvBeIg5LSrMcf;Trigger;spotify:artist:7CNy7uF3UjumgTaWZ34D7M;Sandrine;2003-10-31;https://i.scdn.co/image/ab67616d0000b27305cfd18d0927d980a5ed31a2
spotify:track:1qEHgdFqUxFebMPk8s2HLY;I Don't Feel Like Dancin' - Radio Edit;spotify:artist:3Y10boYzeuFCJ4Qgp53w6o;Scissor Sisters;spotify:album:6LPpLYrjQYKtMfDUT1qjOz;I Don't Feel Like Dancin';spotify:artist:3Y10boYzeuFCJ4Qgp53w6o;Scissor Sisters;2006-01-01;https://i.scdn.co/image/ab67616d0000b273d0a50cacfb47854fa416cd6c
